Name,Organization_NPI,ABCD,Office_Email,Office_Hours,Apple_Health,Signed_up_to_Dentistlink,Facility_Type,Provider_Type,Delta_Dental_of_WA,Adult,Pediatric,Orthodontics,Dentures,Extractions,Billing_Address_Line_1,Billing_City,Billing_Zip/Postal_Code,Billing State/Province,Account_Owner,Latitude,Longitude,Google_Maps_link,sp_id
Thomas J Laney DDS,1295943595,0,appts@laneyoms.com,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,Oral Surgery,1308 S Pioneer Way,Moses Lake,98032,WA,Lindsey Lenox,47.115676,-119.263597,http://maps.google.com/maps?&z=10&q=47.1156759+-119.26359719999999&ll=47.1156759+-119.26359719999999,
Thomas M Olson DDS,1477622256,0,drthomasolson@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,920 N Central Ave,Kent,98032,WA,Lindsey Lenox,47.390803,-122.23047,http://maps.google.com/maps?&z=10&q=47.3908029+-122.23046959999999&ll=47.3908029+-122.23046959999999,
Alem Family Dental,1659578961,1,info@alamfamilydental.com,,1,0,Private,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,747 N 185th St. Suite 101,Shoreline,98133,WA,Konstanza Von Sternberg,47.762891,-122.349566,http://maps.google.com/maps?&z=10&q=47.7628911+-122.3495661&ll=47.7628911+-122.3495661,
The Children's Choice - Medical Lake,,1,tracy@medicallakedental.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,123 N Brower St,Medical Lake,99022,WA,Lindsey Lenox,47.573487,-117.678791,http://maps.google.com/maps?&z=10&q=47.5734866+-117.67879060000001&ll=47.5734866+-117.67879060000001,
Tomson P Mar DDS,1942377106,0,mar_arrowsmithdentistry@hotmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,318 6Th Ave South Ste 108,Seattle,98104,WA,Lindsey Lenox,47.599499,-122.326235,http://maps.google.com/maps?&z=10&q=47.5994987+-122.32623490000003&ll=47.5994987+-122.32623490000003,
Howey Dental,,1,howeydental@hotmail.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,601 N Main St Ste 2,Ellensburg,98926,WA,Lindsey Lenox,46.997886,-120.549149,http://maps.google.com/maps?&z=10&q=46.997886+-120.549149&ll=46.997886+-120.549149,
Tree House Dentistry For Kids,1457896847,0,janeyidds@gmail.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,20214 Ballinger Way Ne,Shoreline,98155,WA,Lindsey Lenox,47.777127,-122.31107,http://maps.google.com/maps?&z=10&q=47.7771273+-122.31107029999998&ll=47.7771273+-122.31107029999998,
Dr. Trevor Family and Cosmetic Dentistry,,1,southseattledental@gmail.com,,1,0,,Dentist,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,12616 Renton Ave S Ste A,Seattle,98178,WA,Lindsey Lenox,47.491071,-122.238928,http://maps.google.com/maps?&z=10&q=47.49107120000001+-122.2389278&ll=47.49107120000001+-122.2389278,
Tulalip Indian Health Services,1770531501,0,jenniferwilliams@tulaliptribes-nsn.gov,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,7520 Totem Beach Rd,Tulalip,98271,WA,Lindsey Lenox,48.063944,-122.282892,http://maps.google.com/maps?&z=10&q=48.063944+-122.28289230000001&ll=48.063944+-122.28289230000001,
Turner Denture Clinic,,0,bturner@turnerdenture.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,217 S 12Th Ave,Yakima,98902,WA,Lindsey Lenox,46.595174,-120.524815,http://maps.google.com/maps?&z=10&q=46.5951744+-120.5248148&ll=46.5951744+-120.5248148,
Univ Of Washington Med Ctr,1326002049,0,xlepe@u.washington.edu,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St,Seattle,98105,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
Univ Of Washington Med Ctr,1326002049,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St,Seattle,98195,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
University Of WA School Of Dent,1326002049,0,,,1,0,,,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,1959 NE Pacific St,Seattle,98195,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
University Of WA Speech/hearing,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,Hearing Aids 4131 15Th Ave Ne,Seattle,98105,WA,Lindsey Lenox,47.657584,-122.312328,http://maps.google.com/maps?&z=10&q=47.6575839+-122.31232790000001&ll=47.6575839+-122.31232790000001,
University Of Wash Med Ctr,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific,Seattle,98195,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
University Of Washington,1326002049,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St Box 357131,Seattle,98195,WA,Lindsey Lenox,47.649933,-122.308401,http://maps.google.com/maps?&z=10&q=47.6499333+-122.3084015&ll=47.6499333+-122.3084015,
University Of Washington,1326002049,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St,Seattle,98195,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
University Of Washington,1326002049,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,General Practice Residency 1959 Ne Pacific St,Seattle,98195,WA,Lindsey Lenox,47.649288,-122.306839,http://maps.google.com/maps?&z=10&q=47.6492876+-122.30683920000001&ll=47.6492876+-122.30683920000001,
University Of Washington,1447420906,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,Harborview Med Ctr Physici 325 9Th Ave,Seattle,98104,WA,Lindsey Lenox,47.60438,-122.323541,http://maps.google.com/maps?&z=10&q=47.60437959999999+-122.3235411&ll=47.60437959999999+-122.3235411,
University Of Washington - Dentist Univ Of Wash Oral Surgery,1932339710,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St Box 357131,Seattle,98195,WA,Lindsey Lenox,47.649933,-122.308401,http://maps.google.com/maps?&z=10&q=47.6499333+-122.3084015&ll=47.6499333+-122.3084015,
University Of Washington - Dept Of Orthodontics,1023200763,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St #D569,Seattle,98195,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
University Of Washington - Oral & Maxillofacial Path,1104900398,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St  B-147 Health Sciences Bldg,Seattle,98195,WA,Lindsey Lenox,47.650807,-122.308994,http://maps.google.com/maps?&z=10&q=47.65080700000001+-122.30899390000002&ll=47.65080700000001+-122.30899390000002,
University Of Washington - School Of Dentistry Facult,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St Box 357131,Seattle,98195,WA,Lindsey Lenox,47.649933,-122.308401,http://maps.google.com/maps?&z=10&q=47.6499333+-122.3084015&ll=47.6499333+-122.3084015,
Uw Dentists Fac Pros,,0,,,1,0,Non-FQHC,Dentist,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St,Seattle,98195,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
Valley View Health Center,1437418175,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1800 Cooks Hill Rd Ste G,Centrailia,98531,WA,Lindsey Lenox,46.712861,-122.983874,http://maps.google.com/maps?&z=10&q=46.71286130000001+-122.98387350000002&ll=46.71286130000001+-122.98387350000002,
Van Asselt Elementary,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,8311 Beacon Ave S,Seattle,98118,WA,Lindsey Lenox,47.528952,-122.288845,http://maps.google.com/maps?&z=10&q=47.528952+-122.2888446&ll=47.528952+-122.2888446,
ADC Dentistry,,0,adcfedway@gmail.com,,1,0,,,1,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,34700 11Th Pl S,Federal Way,98003,WA,Lindsey Lenox,47.290472,-122.319001,http://maps.google.com/maps?&z=10&q=47.2904723+-122.31900080000003&ll=47.2904723+-122.31900080000003,
Vashon Family Dentistry,1467727859,0,office@vashonislanddental.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,17425 Vashon Hwy Sw,Vashon,98070,WA,Lindsey Lenox,47.448684,-122.460833,http://maps.google.com/maps?&z=10&q=47.4486837+-122.46083320000002&ll=47.4486837+-122.46083320000002,
David J. Weed Orthodontics,,0,,,1,1,Private,Orthodontist,0,Not Accepting,Not Accepting,Appointment Only,Not Accepting,,"2955 80Th Ave SE, Ste. 101",Mercer Island,98040,WA,Lindsey Lenox,47.583954,-122.232038,http://maps.google.com/maps?&z=10&q=47.5839539+-122.23203790000002&ll=47.5839539+-122.23203790000002,
Dr. Jason W. Tynkila DMD,,0,,,0,0,Private,Pediatric,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,205 12Th St S,Long Beach,98631,WA,Lindsey Lenox,46.34454,-124.055786,http://maps.google.com/maps?&z=10&q=46.3445396+-124.05578600000001&ll=46.3445396+-124.05578600000001,
Dream Team Dental,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,37615 Ne 142Nd Ave,La Center,98629,WA,Lindsey Lenox,45.893013,-122.527424,http://maps.google.com/maps?&z=10&q=45.89301340000001+-122.52742380000001&ll=45.89301340000001+-122.52742380000001,
Issaquah Dental Care,,1,april@pacificdentalcare.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,670 Nw Gilman Blvd Ste B3,Issaquah,98027,WA,Lindsey Lenox,47.543533,-122.047718,http://maps.google.com/maps?&z=10&q=47.5435325+-122.04771800000003&ll=47.5435325+-122.04771800000003,
EZ Dental Clinic,,0,info@ezdentalbellevue.com,,1,1,Private,Dentist,1,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,"1130 140th Ave NE, Ste. 100B",Bellevue,98005,WA,Konstanza Von Sternberg,47.620405,-122.152917,http://maps.google.com/maps?&z=10&q=47.6204046+-122.15291689999998&ll=47.6204046+-122.15291689999998,
Earl E Sommers DDS,1730278912,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1959 Ne Pacific St,Seattle,98195,WA,Lindsey Lenox,47.649872,-122.30823,http://maps.google.com/maps?&z=10&q=47.6498722+-122.3082296&ll=47.6498722+-122.3082296,
Eastside Kids Dentistry,1780009407,0,info@eastsidekidsdentistry.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,"8630 164Th Ave NE, Ste. 202",Redmond,98052,WA,Lindsey Lenox,47.67964,-122.121294,http://maps.google.com/maps?&z=10&q=47.67963959999999+-122.12129390000001&ll=47.67963959999999+-122.12129390000001,
Excellent Dental Care Center,,0,nguyenedd@yahoo.com,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,3415 Auburn Way S Ste 201,Auburn,98092,WA,Lindsey Lenox,47.287825,-122.183194,http://maps.google.com/maps?&z=10&q=47.2878252+-122.18319350000002&ll=47.2878252+-122.18319350000002,
Ekatrina Malinovska DDS,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,5920 Evergreen Way Ste E,Everett,98203,WA,Lindsey Lenox,47.944048,-122.217613,http://maps.google.com/maps?&z=10&q=47.9440484+-122.2176126&ll=47.9440484+-122.2176126,
Endura Family Dental Care,,1,xu_zan@comcast.net,,1,0,,,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,33516 9Th Ave S Ste 4,Federal Way,98003,WA,Lindsey Lenox,47.301685,-122.321821,http://maps.google.com/maps?&z=10&q=47.3016848+-122.3218215&ll=47.3016848+-122.3218215,
Ephrata Family Dentistry,,0,ephratafamilydentistry@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,21 C St Sw,Ephrata,98823,WA,Lindsey Lenox,47.320958,-119.553507,http://maps.google.com/maps?&z=10&q=47.32095830000001+-119.55350720000001&ll=47.32095830000001+-119.55350720000001,
European Denture Center,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,1111 Pacific Ave Ste A,Everett,98201,WA,Lindsey Lenox,47.976716,-122.214841,http://maps.google.com/maps?&z=10&q=47.9767161+-122.2148406&ll=47.9767161+-122.2148406,
Eva Family Dental,1720431349,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,11817 98Th Ave Ne,Kirkland,98034,WA,Lindsey Lenox,47.706685,-122.210767,http://maps.google.com/maps?&z=10&q=47.7066852+-122.21076740000001&ll=47.7066852+-122.21076740000001,
Evan D Schafer DDS,1205822939,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4610 N Ash #102,Spokane,99205,WA,Lindsey Lenox,47.700178,-117.436089,http://maps.google.com/maps?&z=10&q=47.7001782+-117.43608890000002&ll=47.7001782+-117.43608890000002,
Evergreen Denture Center,1184051054,0,evergreendenturecenter@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,13720 Ne 28Th St Ste B,Vancouver,98682,WA,Lindsey Lenox,45.643232,-122.531024,http://maps.google.com/maps?&z=10&q=45.643232+-122.53102389999998&ll=45.643232+-122.53102389999998,
Express Denture And Dental Care,,0,info@express-denturecare.com,,1,1,Private,Denturist,1,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,18009 Hwy 99 Ste C,Lynnwood,98037,WA,Lindsey Lenox,47.835229,-122.301769,http://maps.google.com/maps?&z=10&q=47.8352288+-122.30176949999998&ll=47.8352288+-122.30176949999998,
Velling Dental PLLC,1447339486,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1725 Sw Roxbury,Seattle,98106,WA,Lindsey Lenox,47.517173,-122.357546,http://maps.google.com/maps?&z=10&q=47.5171729+-122.35754580000003&ll=47.5171729+-122.35754580000003,
Victor J Barry DDS,1164574919,0,smiles@dentalcareseattle.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,600 Broadway 330,Seattle,98122,WA,Lindsey Lenox,47.607462,-122.320775,http://maps.google.com/maps?&z=10&q=47.60746150000001+-122.32077549999997&ll=47.60746150000001+-122.32077549999997,
Victor Marfo DDS,1881977346,0,andee@kaldestadendo.com,,1,1,Private,Pediatric,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,1550 S Union Ave Ste 110,Tacoma,98405,WA,Lindsey Lenox,47.245309,-122.483825,http://maps.google.com/maps?&z=10&q=47.2453085+-122.48382509999999&ll=47.2453085+-122.48382509999999,
Viktor Mazurets,1871804294,0,caringhandsdental@gmail.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,12459 Ambaum Blvd Sw,Burien,98146,WA,Lindsey Lenox,47.490399,-122.350386,http://maps.google.com/maps?&z=10&q=47.4903987+-122.3503862&ll=47.4903987+-122.3503862,
Village Kids Dentistry,,0,info@villagekidsdentistry.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,5101 25Th Ave Ne Ste 6,Seattle,98105,WA,Lindsey Lenox,47.666906,-122.3008,http://maps.google.com/maps?&z=10&q=47.66690639999999+-122.30079990000002&ll=47.66690639999999+-122.30079990000002,
Vina Denture Clinic Inc,,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3519 Mlk Way South,Seattle,98144,WA,Lindsey Lenox,47.572055,-122.29736,http://maps.google.com/maps?&z=10&q=47.5720546+-122.2973596&ll=47.5720546+-122.2973596,
Vladimir Gavrilyuk,1043414493,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Appointment Only,,201 S Division #B,Auburn,98001,WA,Lindsey Lenox,47.305381,-122.230292,http://maps.google.com/maps?&z=10&q=47.3053805+-122.23029200000002&ll=47.3053805+-122.23029200000002,
Smile Street Orthodontics,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,4300 Talbot Road South #305,Renton,98055,WA,Lindsey Lenox,47.44062,-122.212411,http://maps.google.com/maps?&z=10&q=47.44062+-122.21241120000002&ll=47.44062+-122.21241120000002,
Warren K Johnson DDS,1932221686,0,dds@brennandental.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3107 W McGraw Street,Seattle,98199,WA,Lindsey Lenox,47.639358,-122.397333,http://maps.google.com/maps?&z=10&q=47.63935799999999+-122.39733330000001&ll=47.63935799999999+-122.39733330000001,
Plateau Dentistry for Children,,1,info@plateaudentistryforchildren.com,,1,0,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,2912 228Th Ave Se #A,Sammamish,98075,WA,Lindsey Lenox,47.583977,-122.033539,http://maps.google.com/maps?&z=10&q=47.5839765+-122.03353870000001&ll=47.5839765+-122.03353870000001,
Washington Jaw And Facial Surgery,1518245323,0,info@osfederalway.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,"33801 1st Way South, Suite 311",Federal Way,98003,WA,Lindsey Lenox,47.29855,-122.329571,http://maps.google.com/maps?&z=10&q=47.29855+-122.32957090000002&ll=47.29855+-122.32957090000002,
Washington Oral And Maxillofac,,0,julie@washingtonoralsurgery.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1809 4Th St,Marysville,98270,WA,Lindsey Lenox,48.052081,-122.170781,http://maps.google.com/maps?&z=10&q=48.0520808+-122.1707811&ll=48.0520808+-122.1707811,
Federal Way Children's Dentistry,,0,,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,32105 1St Ave S #B3,Federal Way,98003,WA,Lindsey Lenox,47.314076,-122.335345,http://maps.google.com/maps?&z=10&q=47.3140757+-122.33534500000002&ll=47.3140757+-122.33534500000002,
Wayne Robert Pazina DDS,,0,lolopazina@comcast.net,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,13344 1St Ave Ne #204,Seattle,98125,WA,Lindsey Lenox,47.726095,-122.328875,http://maps.google.com/maps?&z=10&q=47.7260947+-122.3288751&ll=47.7260947+-122.3288751,
Federal Way Dental,1760936637,1,federalwaydental@wadentalgroup.com,,1,0,Private,Pediatric,0,Appointment Only,Appointment Only,Not Accepting,Not Accepting,,2016 S 320Th St Ste F,Federal Way,98003,WA,Konstanza Von Sternberg,47.31572,-122.307669,http://maps.google.com/maps?&z=10&q=47.3157204+-122.30766879999999&ll=47.3157204+-122.30766879999999,
Feller Orthodontics,,0,info@drfellerortho.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1405 S Pioneer Way,Moses Lake,98837,WA,Lindsey Lenox,47.1147,-119.26165,http://maps.google.com/maps?&z=10&q=47.1147001+-119.26164990000001&ll=47.1147001+-119.26164990000001,
Fort Dental Kids Dentistry and Orthodontics,,1,info@fortdental.net,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,6720 Fort Dent Way Ste 120,Tukwila,98188,WA,Lindsey Lenox,47.466328,-122.249327,http://maps.google.com/maps?&z=10&q=47.4663276+-122.24932739999997&ll=47.4663276+-122.24932739999997,
Foss Home,,0,,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,13023 Greenwood Ave N,Seattle,98133,WA,Lindsey Lenox,47.723905,-122.3563,http://maps.google.com/maps?&z=10&q=47.7239048+-122.3563001&ll=47.7239048+-122.3563001,
Foss Home Dental Clinic,,0,alendre@fosscare.org,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,13023 Greenwood North,Seattle,98133,WA,Lindsey Lenox,47.754028,-122.356314,http://maps.google.com/maps?&z=10&q=47.75402829999999+-122.35631369999999&ll=47.75402829999999+-122.35631369999999,
Fotovatjah Homayoon,1730315375,0,,,0,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,1314 Union Ave Ne Ste#8,Renton,98059,WA,Lindsey Lenox,47.504033,-122.163394,http://maps.google.com/maps?&z=10&q=47.5040331+-122.1633941&ll=47.5040331+-122.1633941,
Oak Harbor Pediatric Dentistry,1134656226,1,oakharborkidsdentistry@gmail.com,,1,1,Private,Pediatric,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,31775 Sr 20 Ste A1,Oak Harbor,98277,WA,Lindsey Lenox,48.292369,-122.658153,http://maps.google.com/maps?&z=10&q=48.2923693+-122.6581529&ll=48.2923693+-122.6581529,
Fresh Smiles Family Dental,1720522360,0,desmoines@freshsmilesdental.com,,1,1,Private,Dentist,1,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,27041 Pacific Hwy S,Des Moines,98198,WA,Lindsey Lenox,47.359225,-122.31135,http://maps.google.com/maps?&z=10&q=47.3592252+-122.31134959999997&ll=47.3592252+-122.31134959999997,
Frontier Family Dental,1942611157,0,lori@wcfdental.com,,1,0,,,0,Not Accepting,Not Accepting,Not Accepting,Not Accepting,,3603 W Court St,Pasco,99301,WA,Lindsey Lenox,46.241743,-119.138646,http://maps.google.com/maps?&z=10&q=46.2417425+-119.13864569999998&ll=46.2417425+-119.13864569999998,
Seattle Dental and Denture Arts,,0,fukanodental@gmail.com,,1,1,Non-FQHC,Dentist,1,Appointment Only,Not Accepting,Not Accepting,Appointment Only,,1904 3Rd Ave Ste 500,Seattle,98101,WA,Lindsey Lenox,47.612078,-122.339766,http://maps.google.com/maps?&z=10&q=47.6120781+-122.33976589999997&ll=47.6120781+-122.33976589999997,
Garden City Dental,1043665375,0,gardencitydentalwa@gmail.com,,1,0,,,0,Not Accepting,Appointment Only,Not Accepting,Not Accepting,,8311 Ne Highway 99 Ste 106,Vancouver,98665,WA,Lindsey Lenox,45.682606,-122.66064,http://maps.google.com/maps?&z=10&q=45.6826056+-122.66064010000002&ll=45.6826056+-122.66064010000002,
